Codes,New_Code,Borough,Names,Population_and_Age_Age_structure_(percentage)__2013_Aged_015,Population_and_Age_Age_structure_(percentage)__2013_Aged_1664,Population_and_Age_Age_structure_(percentage)__2013_Aged_65+,Population_and_Age_Aged_015_2013,Population_and_Age_Aged_1664_2013,Population_and_Age_Aged_65+_2013,Population_and_Age_All_ages_2013,Population_and_Age_Mean_age_2013,Population_and_Age_Median_age_2013,Area_and_Density_Population_density_(persons_per_sq_km)_2013,Diversity_Ethnic_Group_5_groups__2011_Census_White,Diversity_Ethnic_Group_5_groups__2011_Census_Mixed,Diversity_Ethnic_Group_5_groups__2011_Census_Asian_or_Asian_British,Diversity_Ethnic_Group_5_groups__2011_Census_Black_or_Black_British,Diversity_Ethnic_Group_5_groups__2011_Census_Other,Births_and_deaths_Births_2013,Births_and_deaths_Deaths_2013,Births_and_deaths_Standardised_Mortality_Ratio_(SMR)_2013,Life_Expectancy_Life_expectancy_at_age_65_(all_persons)_20092013,House_Prices_Median_House_Price_2013,Household_Income_Mean_Modelled_Household_income_(£)_2012/13,"Crime_Burglary,_Burglary_In_A_Dwelling_(2014)_","Crime_Burglary,_Burglary_In_Other_Buildings_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Dwelling_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Motor_Vehicle_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Other_Building_(2014)_","Crime_Drugs,_Drug_Trafficking_(2014)_","Crime_Drugs,_Possession_Of_Drugs_(2014)_","Crime_Robbery,_Business_Property_(2014)_","Crime_Robbery,_Personal_Property_(2014)_","Crime_Sexual_Offences,_Rape_(2014)_","Crime_Theft_&_Handling,_Handling_Stolen_Goods_(2014)_","Crime_Theft_&_Handling,_Motor_Vehicle_Interference_&_Tampering_(2014)_","Crime_Theft_&_Handling,_Theft_From_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft_From_Shops_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Pedal_Cycle_(2014)_","Crime_Violence_Against_The_Person,_Assault_With_Injury_(2014)_","Crime_Violence_Against_The_Person,_Common_Assault_(2014)_","Crime_Violence_Against_The_Person,_Harassment_(2014)_","Crime_Violence_Against_The_Person,_Offensive_Weapon_(2014)_","Crime_Violence_Against_The_Person,_Wounding/GBH_(2014)_",Crime_Total_crime_rate_2013/14,Crime_Total_crime_(numbers)_2013/14
00BGGF,E05000582,Tower Hamlets,Mile End East,22.80701754,71.57894737,5.614035088,3300,10300,800,14400,29.59157895,27,12954.54545,4543,476,6689,1385,261,263,44,97.4,20.14271191,255500,42740,70,41,28,43,13,4,66,4,78,11,4,12,61,29,59,63,102,114,128,7,34,82.98553144,1193.327125
00BGGG,E05000583,Tower Hamlets,Millwall,16.22718053,80.12170385,3.651115619,4100,19900,900,24900,30.98585154,30,9860,12088,1008,8008,1301,679,471,44,79.4,20.26180194,375000,62060,44,75,28,37,19,4,65,4,35,8,2,9,59,194,55,68,134,138,177,3,65,69.48519069,1729.51868
00BGGH,E05000584,Tower Hamlets,St. Dunstan's and Stepney Green,22.82282282,69.36936937,8.108108108,3850,11600,1350,16750,31.38445366,28,16650,5650,622,8556,1054,356,305,85,104.9,18.03375566,320000,43240,68,48,26,61,9,17,124,2,67,14,5,17,68,30,40,40,106,134,134,9,52,71.42857143,1200.419583
00BGGJ,E05000585,Tower Hamlets,St. Katherine's and Wapping,14.28571429,79.53667954,6.563706564,1850,10350,850,13050,34.29563875,32,8633.333333,7746,475,3553,401,236,249,36,78.3,20.28826659,450000,67760,49,73,12,37,9,5,43,1,41,11,2,15,131,30,53,57,58,73,61,2,33,91.62584201,1195.879387
00BGGK,E05000586,Tower Hamlets,Shadwell,22.65372168,71.197411,6.148867314,3550,11050,950,15600,30.65914819,29,15450,5372,492,7841,1087,318,318,45,84.3,20.78659775,349500,47540,61,65,31,62,12,9,71,5,48,8,5,18,142,29,39,34,104,137,113,6,46,85.69227807,1336.819826
00BGGL,E05000587,Tower Hamlets,Spitalfields and Banglatown,14.02714932,80.99547511,5.429864253,1500,9050,600,11200,31.26747446,29,18416.66667,4656,329,4615,460,226,138,45,143.7,18.82396838,450000,52210,46,69,23,35,32,8,431,5,69,5,9,8,48,98,38,99,108,164,136,7,72,225.4025045,2521.591302
00BGGM,E05000588,Tower Hamlets,Weavers,16.60777385,76.67844523,6.713780919,2400,10900,950,14250,32.66694921,30,17687.5,6883,597,4517,913,296,193,64,109,18.95708402,395000,49350,68,49,45,25,13,6,213,7,71,11,7,11,105,75,39,137,93,139,118,12,62,140.9023928,2008.675445
00BGGN,E05000589,Tower Hamlets,Whitechapel,16.77018634,77.95031056,5.279503106,2750,12600,850,16250,30.71654667,29,17888.88889,5919,471,7390,657,425,266,90,171.1,16.63942408,420000,49140,63,81,27,65,20,10,96,3,68,16,1,16,116,59,47,92,114,161,135,10,59,114.0075183,1850.040409
00BHFX,E05000590,Waltham Forest,Cann Hall,21.75438596,70.87719298,7.368421053,3100,10000,1000,14150,32.28968226,30,15833.33333,5933,851,2884,3606,525,237,53,94.1,18.73485446,243000,39010,100,24,22,24,3,7,38,4,31,9,2,15,88,3,51,11,83,63,76,5,35,61.35486135,875
00BHFY,E05000591,Waltham Forest,Cathall,21.59090909,71.21212121,7.196969697,2850,9300,950,13100,32.33593809,30,12000,4948,704,3227,3201,620,234,48,97.9,20.11006472,230000,36980,63,19,31,17,5,15,42,2,35,2,1,8,72,10,24,15,83,75,84,5,44,65.86052171,868
00BHFZ,E05000592,Waltham Forest,Chapel End,24.13793103,67.24137931,8.620689655,3550,9650,1250,14400,33.40709855,33,8055.555556,7257,931,2638,2680,580,258,60,82,21.04874969,260000,43550,93,33,12,39,8,1,64,5,44,10,3,5,91,16,45,13,108,61,75,11,39,73.72126734,1068
00BHGA,E05000593,Waltham Forest,Chingford Green,17.53554502,60.18957346,22.27488152,1850,6350,2300,10500,42.253703,43,2851.351351,8773,408,428,535,143,96,118,87.3,20.94947966,290000,47150,77,33,16,25,3,4,36,1,15,1,1,12,49,23,51,4,53,40,68,5,24,70.95427813,748
00BHGB,E05000594,Waltham Forest,Endlebury,17.64705882,64.70588235,17.64705882,1950,7100,1950,11000,40.20177023,41,5525,8325,459,811,883,252,134,64,61.3,23.14681194,300000,46250,71,26,14,23,3,1,15,3,15,4,0,9,48,2,39,4,29,32,45,4,21,56.54412429,626
00BHGC,E05000595,Waltham Forest,Forest,19.84732824,70.22900763,9.541984733,2600,9150,1250,13000,34.24031186,31,6550,5203,512,4414,1929,551,234,67,103.5,20.43416072,279995,43100,68,25,15,46,5,10,65,1,30,6,3,16,107,25,36,18,75,93,82,7,45,92.24527291,1208
00BHGD,E05000596,Waltham Forest,Grove Green,20.4620462,71.94719472,7.590759076,3100,10800,1100,15050,32.93846966,32,16833.33333,6841,768,3936,2316,743,286,44,72.7,22.31428156,249995,43440,93,12,21,21,9,7,78,0,26,2,5,5,64,6,45,5,70,47,72,9,25,61.5333774,932
00BHGE,E05000597,Waltham Forest,Hale End and Highams Park,21.33891213,66.52719665,12.13389121,2600,7800,1400,11850,36.46557926,36,5195.652174,7598,663,1360,1427,307,158,70,86.8,22.08312899,317500,47420,86,16,20,34,2,6,32,1,21,4,1,13,68,7,42,8,50,64,69,6,13,62.22147482,740
00BHGF,E05000598,Waltham Forest,Hatch Lane,19.82378855,63.87665198,16.29955947,2250,7250,1850,11300,38.87969328,39,4729.166667,8599,505,740,958,256,159,118,115.8,19.01576318,280000,43140,105,40,18,21,2,3,30,1,20,5,2,3,57,17,53,8,49,51,70,4,18,62.65399507,712
00BHGG,E05000599,Waltham Forest,High Street,20.81911263,71.33105802,7.849829352,3050,10350,1150,14550,33.30404806,32,4725.806452,6960,660,3590,2092,825,329,47,70.9,22.94587817,250000,41540,70,54,27,42,10,9,171,8,61,6,5,8,66,303,24,57,135,125,180,16,71,157.2112098,2300
00BHGH,E05000600,Waltham Forest,Higham Hill,24.18772563,67.8700361,7.942238267,3400,9300,1100,13750,32.71907272,32,4328.125,6348,733,2628,2928,557,245,63,105.1,20.70588484,250000,37350,111,48,27,37,3,7,38,2,29,11,0,8,66,2,37,10,95,71,92,7,39,63.3945352,878
00BHGJ,E05000601,Waltham Forest,Hoe Street,21.875,69.79166667,8.680555556,3150,9950,1200,14350,33.39005617,32,13090.90909,6968,911,3178,2270,585,299,86,118.6,18.37649473,290000,41630,118,70,42,45,8,10,84,1,41,7,2,13,123,10,38,16,98,103,116,6,51,101.7560908,1467
00BHGK,E05000602,Waltham Forest,Larkswood,19.91525424,64.40677966,15.6779661,2300,7600,1850,11750,38.4635655,37,5619.047619,7805,590,1190,1383,369,148,89,83.3,20.41592488,283000,41980,103,25,10,23,6,6,39,6,21,8,3,5,64,13,30,9,52,59,53,3,21,59.13205313,699
00BHGL,E05000603,Waltham Forest,Lea Bridge,24.53416149,67.39130435,8.074534161,3950,10700,1350,16000,32.60533664,32,6192.307692,5524,819,4748,3767,813,390,107,142.5,16.49778014,230000,37560,90,85,26,39,5,17,87,7,50,14,7,6,140,58,52,16,129,115,127,11,56,95.42768274,1592
00BHGM,E05000604,Waltham Forest,Leyton,23.64864865,68.58108108,7.77027027,3600,9900,1100,14650,32.08685954,30,7400,5176,722,3730,3861,695,310,67,114.4,20.27817072,225000,37090,71,27,34,42,8,14,68,3,50,7,4,9,115,138,42,24,102,117,103,13,50,92.09542581,1355
00BHGN,E05000605,Waltham Forest,Leytonstone,16.85393258,75.28089888,7.865168539,2250,9950,1050,13250,34.45662921,32,10269.23077,6751,709,3178,1708,533,228,49,77.9,19.15610456,250000,46400,99,38,17,39,8,4,55,10,45,2,2,8,68,149,21,25,75,90,122,10,43,95.50983631,1272
00BHGP,E05000606,Waltham Forest,Markhouse,23.63013699,68.15068493,7.876712329,3450,9900,1150,14500,32.6607253,31,9733.333333,5705,688,4251,2324,668,294,51,80.8,19.68936883,262500,40300,98,33,15,42,8,7,111,4,28,7,2,7,99,12,45,6,91,81,85,5,29,80.26297767,1173
00BHGQ,E05000607,Waltham Forest,Valley,20.76271186,65.6779661,13.98305085,2450,7650,1600,11700,37.17931327,36,5900,7055,613,1427,1980,369,148,66,75.3,22.28299945,265500,40860,66,39,19,24,9,3,42,4,17,7,0,9,116,86,51,11,68,66,84,1,33,122.8234095,1447
00BHGR,E05000608,Waltham Forest,William Morris,23.07692308,68.86446886,8.058608059,3150,9300,1100,13550,33.44746483,33,13650,6400,748,3354,2190,577,306,67,101.1,20.39457201,267500,41860,79,20,16,39,6,4,48,3,22,4,1,13,46,5,42,12,64,72,87,9,31,54.90799795,749
00BHGS,E05000609,Waltham Forest,Wood Street,23.8267148,66.78700361,9.386281588,3300,9200,1250,13800,33.95578158,33,7694.444444,6630,772,2677,2753,536,258,73,96.8,19.38392337,316000,41930,93,43,27,71,14,10,58,0,45,9,1,14,92,22,35,13,84,96,127,10,34,81.34005764,1131
00BJFZ,E05000610,Wandsworth,Balham,17.17171717,74.74747475,8.080808081,2550,11200,1200,14950,34.15570235,32,12375,11890,540,1257,908,156,268,50,77.7,21.19394373,510000,76280,118,47,12,32,13,2,16,2,20,6,2,22,185,74,47,79,42,60,73,4,17,78.31039393,1155
00BJGA,E05000611,Wandsworth,Bedford,15.2027027,77.02702703,7.432432432,2250,11500,1150,14900,34.22065886,32,8222.222222,10550,738,1651,1427,209,213,81,122,18.99457091,421000,64470,91,37,20,19,8,2,35,2,19,1,1,14,106,14,35,34,49,69,56,3,18,69.49649111,1020
00BJGB,E05000612,Wandsworth,Earlsfield,16.24203822,76.75159236,7.006369427,2600,12150,1050,15750,33.13888357,32,11214.28571,11165,691,1721,1597,274,381,52,85.7,20.35454042,455000,61190,56,38,30,45,12,1,36,2,23,9,10,13,70,64,41,38,65,80,98,5,31,59.89449305,931
00BJGC,E05000613,Wandsworth,East Putney,13.63636364,75,11.36363636,2150,11600,1750,15450,36.43195112,33,9625,11924,644,1480,592,382,238,87,85,21.69465022,455000,68740,70,64,14,20,5,1,13,1,15,4,1,12,80,11,29,30,37,29,42,0,19,42.25905785,645
00BJGD,E05000614,Wandsworth,Fairfield,14.04682274,78.92976589,7.023411371,2100,11900,1050,15050,34.11746988,32,9966.666667,11389,662,1121,1188,253,264,53,92.3,18.71306352,435000,68040,90,54,23,56,19,6,98,4,34,0,5,28,95,63,65,52,65,78,66,8,35,94.40323668,1401
00BJGE,E05000615,Wandsworth,Furzedown,21.4057508,69.00958466,9.904153355,3400,10750,1550,15700,34.52238044,33,11178.57143,8819,1006,2551,2836,292,270,70,78.1,20.79105396,320000,51860,66,30,26,49,2,7,32,2,44,8,2,17,121,1,46,24,53,69,82,6,32,49.16553902,763
00BJGF,E05000616,Wandsworth,Graveney,18.50649351,72.4025974,9.090909091,2900,11150,1400,15500,33.8884488,32,15400,8144,879,3645,2207,323,318,66,88,20.41739335,356953,51450,77,44,26,41,15,5,62,7,47,9,5,21,98,178,35,29,90,129,134,4,42,93.90132182,1437
00BJGG,E05000617,Wandsworth,Latchmere,19.23076923,72.11538462,8.974358974,3050,11300,1400,15700,33.59294585,31,14181.81818,8523,1043,1352,4020,420,234,88,120.2,19.43348399,395000,47200,50,63,34,34,10,8,47,3,50,17,3,14,76,6,34,43,88,118,88,7,49,76.12479051,1183
00BJGH,E05000618,Wandsworth,Nightingale,17.28813559,73.55932203,9.491525424,2600,10800,1400,14800,35.00710949,33,12291.66667,11545,647,1168,1130,189,241,101,110.6,16.77033892,540000,71740,77,40,17,29,2,1,29,5,14,6,2,27,115,75,54,34,38,64,46,5,23,72.46475982,1059
00BJGJ,E05000619,Wandsworth,Northcote,20.26578073,73.089701,6.644518272,3150,11000,950,15150,33.01447159,32,8852.941176,12721,603,652,828,136,298,38,63.7,22.79282233,665000,80510,94,62,6,29,11,3,35,2,20,4,3,28,129,215,77,88,55,77,62,8,31,107.6377268,1610
00BJGK,E05000620,Wandsworth,Queenstown,14.20765027,78.1420765,7.650273224,2650,14300,1400,18300,34.06644791,31,5718.75,10497,1017,1326,2873,618,231,58,78.9,21.34233002,484975,53840,77,76,13,48,11,3,44,5,42,9,8,18,130,30,92,39,104,80,107,6,43,76.72747374,1390
00BJGL,E05000621,Wandsworth,Roehampton,17.64705882,72.05882353,10,3050,12350,1700,17100,32.83547059,27,3863.636364,10563,1048,1805,2186,530,207,103,100.2,19.36809733,226000,40880,57,67,30,40,11,81,50,0,34,14,2,12,90,71,31,18,104,143,99,1,38,58.43655544,988
00BJGM,E05000622,Wandsworth,St. Mary's Park,14.49704142,74.85207101,10.35502959,2500,12750,1800,17000,36.00473485,33,12071.42857,11889,866,1189,2106,506,234,140,140.9,17.11928831,530000,61760,63,146,21,45,11,5,34,2,27,8,3,11,96,32,76,61,65,94,88,5,32,74.4845668,1252
00BJGN,E05000623,Wandsworth,Shaftesbury,13.93728223,77.70034843,8.013937282,2000,11200,1150,14400,34.60079548,32,15944.44444,11505,646,658,1137,214,230,60,95.4,20.26665047,592500,71090,104,39,28,40,6,3,27,4,24,4,4,23,107,90,55,54,52,68,93,5,28,80.03660425,1138
00BJGP,E05000624,Wandsworth,Southfields,19.51219512,71.95121951,8.231707317,3250,11850,1350,16500,34.09487179,33,10933.33333,12288,692,1797,1229,250,360,68,91,20.84252685,420000,67330,57,74,16,17,8,6,24,4,35,8,4,10,75,169,43,28,57,79,81,4,25,63.486216,1034
00BJGQ,E05000625,Wandsworth,Thamesfield,16.27906977,74.08637874,9.634551495,2500,11150,1450,15100,35.75648941,34,7921.052632,13015,488,818,340,181,254,59,77.6,23.92084797,548250,79730,92,81,4,31,16,0,26,1,13,6,0,29,225,172,49,93,53,48,66,4,24,98.67363344,1472
00BJGR,E05000626,Wandsworth,Tooting,17.75147929,72.78106509,9.171597633,3050,12300,1550,16950,33.28382858,30,10562.5,7676,836,4704,2537,486,302,76,95.1,20.85262773,337750,48630,71,50,18,52,12,4,60,3,44,9,3,14,97,19,40,41,95,106,129,2,44,75.17942584,1258
00BJGS,E05000627,Wandsworth,Wandsworth Common,19.42675159,72.61146497,8.280254777,3050,11450,1300,15800,34.5616168,33,5607.142857,12539,618,884,1065,141,251,60,84.2,18.60719918,486000.5,72820,81,51,15,29,8,4,17,1,10,5,1,19,127,20,47,47,71,104,37,0,27,53.69385532,839
00BJGT,E05000628,Wandsworth,West Hill,18.6746988,71.98795181,9.337349398,3150,11950,1550,16650,34.50425032,32,9764.705882,11201,847,2410,1440,504,243,83,93.2,19.82545772,338944,55010,33,45,19,39,5,6,28,2,28,4,2,8,57,4,24,19,51,62,52,1,19,38.76298682,638
00BJGU,E05000629,Wandsworth,West Putney,17.54966887,69.20529801,13.24503311,2700,10400,2000,15100,36.67031219,33,8388.888889,11373,730,1149,1110,380,230,132,109.9,19.69513804,450000,59490,64,69,26,36,3,1,20,0,5,4,0,18,82,1,46,25,70,65,50,0,19,51.02450783,762
00BKGA,E05000630,Westminster,Abbey Road,17.62114537,68.28193833,14.0969163,2000,7750,1600,11350,38.0515782,36,10318.18182,7271,390,2030,380,1179,161,52,53.1,25.13696423,870000,90170,81,22,9,10,5,4,14,2,19,1,0,15,87,7,18,8,27,36,39,3,3,51.65760393,590
00BKGB,E05000631,Westminster,Bayswater,13.04347826,76.8115942,10.14492754,1350,8000,1050,10400,37.14391892,35,20700,7096,587,1221,508,888,152,45,85.5,22.64212271,691000,85610,155,53,15,29,12,3,33,4,43,3,4,20,107,69,62,55,36,56,59,3,12,105.5853099,1105
00BKGC,E05000632,Westminster,Bryanston and Dorset Square,10.93117409,78.54251012,10.52631579,1350,9750,1300,12400,36.58458296,33,17642.85714,7525,586,1906,441,1533,157,47,67.2,23.71454843,800000,88470,112,114,14,27,21,2,64,9,88,13,4,24,148,157,42,54,62,99,130,7,33,197.091435,2454
00BKGD,E05000633,Westminster,Churchill,19.40298507,68.15920398,12.43781095,1950,6900,1250,10100,36.62761839,34,16750,5826,513,1377,943,959,125,65,90.7,21.46389114,645000,65830,51,18,25,20,8,43,274,5,22,5,2,3,30,14,12,24,48,67,81,4,23,125.2095041,1274
00BKGE,E05000634,Westminster,Church Street,23.1092437,63.86554622,12.60504202,2750,7700,1550,11950,35.66315878,34,29750,4503,717,2608,1599,2333,175,63,75.5,20.87016716,387475,44380,48,27,21,30,8,1,64,1,26,12,7,8,62,31,21,19,71,86,127,8,28,76.52507719,919
00BKGF,E05000635,Westminster,Harrow Road,18.93004115,72.83950617,8.641975309,2300,8850,1000,12200,34.65677896,33,24300,6138,853,1493,1987,1563,190,63,114.5,19.70203864,425000,58030,88,34,27,28,9,3,29,7,18,9,2,11,72,25,29,22,68,71,85,6,33,65.10905972,799
00BKGG,E05000636,Westminster,Hyde Park,12.69230769,77.30769231,10,1700,10050,1300,13000,35.57143957,32,13000,6889,630,2085,543,2315,159,53,79.7,23.25821316,695000,79530,105,130,11,35,10,4,52,4,77,12,1,25,116,46,48,74,92,110,113,8,54,160.6459513,2099
00BKGH,E05000637,Westminster,Knightsbridge and Belgravia,11.16751269,75.63451777,13.19796954,1050,7500,1300,9850,37.19612419,34,2736.111111,6448,391,1381,222,828,88,35,50.5,27.42636313,3362500,176950,44,74,2,16,4,2,173,4,78,7,2,16,178,33,46,132,53,69,52,5,19,191.2419094,1893
00BKGJ,E05000638,Westminster,Lancaster Gate,11.52416357,79.92565056,8.550185874,1550,10800,1150,13550,35.16687709,32,22416.66667,8743,794,1735,546,1377,163,39,62,23.82575727,745000,84280,172,163,17,29,18,1,91,5,55,6,4,12,117,130,51,44,57,99,97,7,27,153.5914042,2088
00BKGK,E05000639,Westminster,Little Venice,18.05555556,71.2962963,10.64814815,1950,7750,1150,10850,36.49856362,35,18000,6845,523,1249,598,1418,165,48,81.5,21.64750199,782500,83230,90,40,6,15,7,3,49,0,23,2,0,22,111,31,42,23,43,48,51,3,22,72.89272911,793
00BKGL,E05000640,Westminster,Maida Vale,17.96116505,72.81553398,9.223300971,1850,7550,950,10350,35.15923629,34,17166.66667,6371,527,1196,724,1392,181,42,76.1,22.00386047,699975,77170,55,21,11,23,4,0,13,1,17,4,0,21,84,9,33,27,41,45,70,3,14,68.716963,715
00BKGM,E05000641,Westminster,Marylebone High Street,8.837209302,79.53488372,11.62790698,950,8600,1250,10800,37.59479796,34,10750,7483,473,1365,321,724,122,51,79.4,22.99249542,980000,103240,55,211,8,65,16,0,35,7,84,10,4,29,266,571,53,76,74,102,114,5,27,326.8292683,3551
00BKGN,E05000642,Westminster,Queen's Park,21.17647059,69.41176471,9.803921569,2700,8900,1250,12850,34.4980036,33,21250,5951,925,1699,2574,1414,188,60,96.7,19.46757605,465000,53520,63,23,28,25,3,7,39,2,35,5,3,11,42,10,34,19,52,97,101,3,32,53.6380597,690
00BKGP,E05000643,Westminster,Regent's Park,15.91836735,68.16326531,15.91836735,1900,8450,1950,12350,39.09304412,36,5326.086957,6796,551,2547,584,1589,137,83,73.6,23.62198946,800500,78810,56,24,13,14,6,1,79,4,27,1,0,8,61,18,26,15,39,66,48,1,15,72.69933689,899
00BKGQ,E05000644,Westminster,St. James's,9.6069869,79.47598253,11.35371179,1050,9250,1250,11550,37.90902741,34,3271.428571,7711,458,1616,541,502,99,50,76.4,23.20074385,875000,90820,50,352,19,103,124,33,778,18,489,33,13,19,208,714,63,288,606,597,458,87,392,1165.187419,13538
00BKGR,E05000645,Westminster,Tachbrook,10.84337349,74.09638554,15.06024096,850,6200,1250,8350,40.1974001,37,20750,6376,272,754,433,323,83,59,88.2,21.39562255,540000,80420,22,19,10,31,3,15,63,3,21,5,0,6,27,19,9,11,30,27,52,2,25,55.43633763,466
00BKGS,E05000646,Westminster,Vincent Square,14.0776699,72.81553398,12.62135922,1450,7500,1300,10300,38.2222871,35,14714.28571,7059,459,1252,721,497,109,64,91.4,21.74101071,677500,78880,21,36,16,21,21,16,46,3,12,6,2,10,20,47,33,42,71,66,69,8,25,87.46609841,903
00BKGT,E05000647,Westminster,Warwick,10.9947644,76.96335079,12.04188482,1050,7450,1150,9650,38.22623157,34,15916.66667,7122,366,931,493,457,101,41,74.3,22.3314622,795000,86200,37,63,21,20,11,29,130,2,53,10,3,9,44,48,28,46,59,75,82,8,36,144.4685915,1397
00BKGU,E05000648,Westminster,Westbourne,21.23552124,69.88416988,9.266409266,2750,9050,1200,13000,34.29345564,33,18500,6024,848,1805,1877,2205,188,89,129.7,17.37733243,420000,53730,48,34,30,23,16,5,57,1,42,10,2,15,60,0,37,43,60,81,96,7,49,75.47169811,989
00BKGW,E05000649,Westminster,West End,8.675799087,80.3652968,10.95890411,950,8800,1250,10950,38.78585121,36,5475,7153,532,1612,437,841,87,57,89.6,21.43222094,1635000,95940,77,548,21,113,116,57,479,30,589,34,18,41,371,1797,127,308,425,532,369,22,270,1440.156193,15866
#1,E12000007,,London,19.82387476,68.81515745,11.36037479,1684100,5801600,954350,8440000,35.6660682,33,5287.201354,4887435,405279,1511546,1088640,281041,128332,47580,91,20.40795552,322000,51770,48945,26895,13353,24009,6573,3781,40188,1640,20467,4247,1562,7597,52095,40054,21609,17121,45579,51143,55236,3657,21517,82.78790087,700805
#2,E92000001,,England,18.95309227,63.77216928,17.27473845,10209238,34351400,9305179,53865817,39.55334336,39,413.5263154,45281142,1192879,4143403,1846614,548418,664517,473552,99,19.86476806,187500,39556.66667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60.57546023,3284880
#3,K04000001,,England and Wales,18.89198229,64.06230146,17.04571626,10686800,36238650,9642400,56567800,39.50870182,39,376.8997373,48209395,1224400,4213531,1864890,563696,698512,506790,100,19.83117183,185000,38914,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,61.17448699,3506699
