Codes,New_Code,Borough,Names,Population_and_Age_Age_structure_(percentage)__2013_Aged_015,Population_and_Age_Age_structure_(percentage)__2013_Aged_1664,Population_and_Age_Age_structure_(percentage)__2013_Aged_65+,Population_and_Age_Aged_015_2013,Population_and_Age_Aged_1664_2013,Population_and_Age_Aged_65+_2013,Population_and_Age_All_ages_2013,Population_and_Age_Mean_age_2013,Population_and_Age_Median_age_2013,Area_and_Density_Population_density_(persons_per_sq_km)_2013,Diversity_Ethnic_Group_5_groups__2011_Census_White,Diversity_Ethnic_Group_5_groups__2011_Census_Mixed,Diversity_Ethnic_Group_5_groups__2011_Census_Asian_or_Asian_British,Diversity_Ethnic_Group_5_groups__2011_Census_Black_or_Black_British,Diversity_Ethnic_Group_5_groups__2011_Census_Other,Births_and_deaths_Births_2013,Births_and_deaths_Deaths_2013,Births_and_deaths_Standardised_Mortality_Ratio_(SMR)_2013,Life_Expectancy_Life_expectancy_at_age_65_(all_persons)_20092013,House_Prices_Median_House_Price_2013,Household_Income_Mean_Modelled_Household_income_(£)_2012/13,"Crime_Burglary,_Burglary_In_A_Dwelling_(2014)_","Crime_Burglary,_Burglary_In_Other_Buildings_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Dwelling_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Motor_Vehicle_(2014)_","Crime_Criminal_Damage,_Criminal_Damage_To_Other_Building_(2014)_","Crime_Drugs,_Drug_Trafficking_(2014)_","Crime_Drugs,_Possession_Of_Drugs_(2014)_","Crime_Robbery,_Business_Property_(2014)_","Crime_Robbery,_Personal_Property_(2014)_","Crime_Sexual_Offences,_Rape_(2014)_","Crime_Theft_&_Handling,_Handling_Stolen_Goods_(2014)_","Crime_Theft_&_Handling,_Motor_Vehicle_Interference_&_Tampering_(2014)_","Crime_Theft_&_Handling,_Theft_From_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft_From_Shops_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Motor_Vehicle_(2014)_","Crime_Theft_&_Handling,_Theft/Taking_Of_Pedal_Cycle_(2014)_","Crime_Violence_Against_The_Person,_Assault_With_Injury_(2014)_","Crime_Violence_Against_The_Person,_Common_Assault_(2014)_","Crime_Violence_Against_The_Person,_Harassment_(2014)_","Crime_Violence_Against_The_Person,_Offensive_Weapon_(2014)_","Crime_Violence_Against_The_Person,_Wounding/GBH_(2014)_",Crime_Total_crime_rate_2013/14,Crime_Total_crime_(numbers)_2013/14
00ASGM,E05000329,Hillingdon,Eastcote and East Ruislip,17.2,62,20.8,2200,7750,2600,12500,42.37201857,44,3048.780488,9688,367,1725,189,173,143,88,65.5,23.68091936,452500,59180,84,21,5,23,2,7,22,1,7,1,1,8,91,37,12,3,27,32,37,2,12,37.74781919,476
00ASGN,E05000330,Hillingdon,Harefield,19.73684211,63.15789474,17.76315789,1500,4850,1300,7650,39.81930401,40,500,6476,165,496,173,89,84,72,101.8,18.74335142,265000,46190,40,55,19,63,7,3,7,2,7,2,0,10,53,12,17,6,36,32,60,3,16,58.24488739,450
00ASGP,E05000331,Hillingdon,Heathrow Villages,21.40077821,68.87159533,9.727626459,2850,8750,1200,12800,34.50183122,33,546.8085106,6094,591,4039,960,515,279,62,95.6,19.89128723,211000,40090,97,74,22,86,15,15,90,3,36,9,8,30,230,190,60,14,155,175,198,163,40,233.935743,3035
00ASGQ,E05000332,Hillingdon,Hillingdon East,22.76119403,65.29850746,11.94029851,3100,8800,1600,13450,35.40624533,34,3722.222222,8463,608,2753,759,323,174,86,100.7,19.87379972,270000,45220,68,31,17,53,5,8,18,0,11,3,1,7,54,51,16,3,59,51,85,1,15,53.5043113,726
00ASGR,E05000333,Hillingdon,Ickenham,17.75700935,61.68224299,20.56074766,1950,6550,2200,10700,42.35023816,44,1725.806452,8125,298,1602,167,195,75,84,69.8,22.62741056,433000,61230,58,11,4,22,2,2,16,1,1,2,0,4,40,10,6,4,13,10,31,1,8,31.6708461,341
00ASGS,E05000334,Hillingdon,Manor,20,63.82978723,16.17021277,2400,7550,1850,11800,39.18248362,39,5875,9609,383,1080,259,111,158,80,75.7,20.91834136,316000,53570,57,18,11,39,5,0,14,0,7,2,1,2,52,25,10,6,39,42,56,1,10,38.29643969,455
00ASGT,E05000335,Hillingdon,Northwood,15.81395349,62.79069767,21.39534884,1700,6750,2300,10750,42.72337855,43,1452.702703,6825,375,2876,259,134,109,92,76.7,21.51341008,372400,57970,71,21,6,29,1,2,13,0,10,2,0,8,90,58,11,5,21,35,34,0,9,48.68396834,531
00ASGU,E05000336,Hillingdon,Northwood Hills,18.90756303,63.44537815,18.06722689,2250,7550,2150,11950,40.29804383,40,3606.060606,7728,453,2853,362,182,148,81,69.8,22.36070936,373975,53380,120,12,5,43,4,5,25,3,4,3,2,13,79,15,14,3,50,42,53,0,15,42.8025266,515
00ASGW,E05000337,Hillingdon,Pinkwell,25.97402597,64.93506494,8.766233766,4050,10000,1350,15400,32.68608961,31,5703.703704,4697,559,7025,1811,675,278,59,82.5,20.89187745,245000,38490,108,52,33,57,5,2,40,1,19,6,1,21,138,4,35,8,97,101,105,1,25,60.68398046,944
00ASGX,E05000338,Hillingdon,South Ruislip,20.39215686,66.2745098,12.94117647,2650,8500,1650,12800,36.43132946,35,1722.972973,9029,490,1974,615,256,204,92,105.5,19.74466202,287250,48910,92,22,14,51,9,1,23,1,14,2,1,15,103,55,13,7,37,40,77,1,18,50.86320353,657
00ASGY,E05000339,Hillingdon,Townfield,23.63013699,66.43835616,9.931506849,3450,9750,1400,14600,33.52805597,31,4171.428571,5239,538,5825,1948,556,298,89,116.2,18.47618326,229950,36830,95,36,40,88,23,8,98,2,49,11,1,22,132,258,48,20,135,147,150,8,66,124.4417377,1839
00ASGZ,E05000340,Hillingdon,Uxbridge North,18.03921569,65.88235294,16.07843137,2350,8300,2050,12700,39.21107972,38,2771.73913,8411,439,2348,489,361,189,84,75.5,21.10639597,295000,50820,57,48,17,40,25,0,49,1,21,6,5,9,61,158,16,27,83,93,165,8,42,91.80174564,1179
00ASHA,E05000341,Hillingdon,Uxbridge South,13.22033898,77.28813559,9.491525424,1950,11500,1400,14850,33.201532,28,4758.064516,8674,597,3164,1026,518,189,62,87.8,20.00258192,225000,41450,88,60,23,70,19,4,48,1,30,5,1,15,76,147,26,37,104,136,158,4,62,81.89081225,1231
00ASHB,E05000342,Hillingdon,West Drayton,23.15436242,65.43624161,11.40939597,3500,9750,1700,14950,34.78722405,33,4257.142857,9553,607,2674,1170,366,273,116,119.3,17.95697091,242995,39500,88,41,22,96,8,9,40,2,24,8,2,22,136,25,32,21,98,124,157,3,37,68.58202039,1037
00ASHC,E05000343,Hillingdon,West Ruislip,17.85714286,64.73214286,17.41071429,2050,7250,1950,11200,40.15897345,39,2545.454545,8700,370,1147,217,177,136,105,98.2,20.22706061,309995,53580,57,18,11,40,9,2,13,4,14,1,1,10,71,136,8,14,31,32,60,1,12,58.5223762,663
00ASHD,E05000344,Hillingdon,Yeading,26.07142857,66.07142857,7.857142857,3700,9250,1100,14050,32.31273662,31,6086.956522,4882,666,5376,1959,703,272,47,84.8,20.40678701,225000,40180,117,42,26,45,3,3,32,8,27,13,0,16,137,64,22,18,83,94,109,4,34,69.59345003,987
00ASHE,E05000345,Hillingdon,Yiewsley,22.67657993,67.65799257,9.665427509,3050,9150,1300,13550,33.85383072,32,3362.5,8594,488,2501,958,438,255,61,86.3,20.51135242,210000,39100,110,68,37,90,24,11,44,2,28,7,2,24,161,116,34,34,109,112,158,6,41,88.87749121,1214
00ATFY,E05000346,Hounslow,Bedfont,22.22222222,66.2835249,11.49425287,2900,8550,1500,12900,35.2976081,33,2965.909091,8168,475,2926,864,268,248,88,106.6,18.92121742,226500,40040,88,41,19,47,11,2,43,1,10,8,2,10,69,8,27,7,75,66,87,2,26,59.95717345,785
00ATFZ,E05000347,Hounslow,Brentford,17.79935275,72.16828479,10.03236246,2750,10950,1500,15200,34.64529721,32,4828.125,9486,863,2030,1475,499,217,78,97.3,21.196955,292000,44100,51,36,17,46,8,8,79,2,20,9,3,5,123,104,33,25,78,81,103,1,26,75.78114871,1170
00ATGA,E05000348,Hounslow,Chiswick Homefields,18.37606838,69.65811966,11.96581197,2200,8000,1400,11550,37.59450699,37,5086.956522,9215,486,825,477,343,137,80,103.4,21.04411359,747500,68670,82,33,17,35,4,1,32,0,16,3,1,35,237,22,40,61,30,48,48,0,13,78.41296928,919
00ATGB,E05000349,Hounslow,Chiswick Riverside,18.56540084,68.35443038,13.08016878,2250,7950,1500,11700,37.92895668,37,5642.857143,9340,539,913,453,298,169,46,58.7,22.95596436,575000,65260,67,39,11,27,6,1,29,1,7,4,1,22,155,12,46,43,35,35,64,3,11,66.53735875,789
00ATGC,E05000350,Hounslow,Cranford,21.56862745,68.23529412,10.19607843,2750,8600,1300,12650,34.10727429,31,4722.222222,3219,400,7111,1093,507,282,59,91.1,21.07438752,250000,38790,47,22,22,45,3,5,53,0,9,5,4,4,68,12,21,11,69,116,89,17,38,75.72800375,973
00ATGD,E05000351,Hounslow,Feltham North,20.08368201,66.94560669,13.38912134,2400,7850,1600,11800,36.65669516,35,3514.705882,7068,456,3078,678,283,202,134,154.6,16.61389984,240000,41270,92,31,15,61,7,4,46,0,11,8,0,4,56,54,18,11,89,73,77,1,20,63.63940458,762
00ATGE,E05000352,Hounslow,Feltham West,25.47169811,67.9245283,6.918238994,3950,10750,1100,15800,31.72784412,31,4968.75,10026,716,3133,1341,325,300,56,98.5,21.21910499,210000,42760,46,33,32,44,9,6,58,0,11,10,6,3,72,144,17,17,95,86,135,4,50,67.44520077,1081
00ATGF,E05000353,Hounslow,Hanworth,23.6,64.8,11.2,2950,8000,1400,12350,34.77899536,33,3787.878788,8215,568,2030,1016,326,192,61,84,20.77098264,228500,39140,52,63,38,47,10,5,37,2,4,5,1,9,55,57,19,16,78,111,93,2,34,67.70999681,851
00ATGG,E05000354,Hounslow,Hanworth Park,20.74688797,66.80497925,12.03319502,2500,7950,1450,11950,36.36006642,35,3347.222222,7891,489,2170,619,239,210,83,101.8,20.67287588,234950,43190,46,38,7,41,4,4,64,1,16,1,2,6,78,12,19,15,66,65,100,2,27,68.72567691,830
00ATGH,E05000355,Hounslow,Heston Central,20.39215686,68.23529412,10.98039216,2600,8550,1400,12550,35.24084551,33,7500,2879,362,7820,635,592,205,77,102.4,18.92825385,250000,42200,59,13,14,31,3,10,57,2,9,6,0,5,38,4,13,7,61,62,69,3,32,51.55206287,658
00ATGJ,E05000356,Hounslow,Heston East,19.921875,69.140625,10.9375,2550,8650,1400,12600,35.17921651,32,6400,2783,424,7443,841,828,219,65,90.8,22.62095088,275000,42790,58,15,15,36,3,6,69,1,35,9,0,4,59,5,22,11,49,82,84,3,26,53.80043791,691
00ATGK,E05000357,Hounslow,Heston West,22.56809339,66.53696498,10.50583658,2900,8400,1350,12650,34.42742501,32,3381.578947,2966,343,7337,1191,601,207,56,79.7,20.90131198,270000,37120,52,31,20,54,4,6,86,3,23,6,2,23,159,131,30,5,67,92,106,2,39,95.52006233,1230
00ATGL,E05000358,Hounslow,Hounslow Central,19.31464174,71.33956386,9.345794393,3100,11200,1500,15850,33.98218845,32,9441.176471,4449,470,8931,750,569,308,71,86.2,22.54496525,242500,45140,59,34,27,54,31,17,280,1,81,11,10,11,62,564,19,59,164,189,231,14,84,161.9112883,2604
00ATGM,E05000359,Hounslow,Hounslow Heath,23.60655738,68.19672131,8.196721311,3600,10250,1200,15100,32.61217928,31,5446.428571,4035,538,8511,1042,601,294,50,77.9,22.2452748,240000,40870,47,19,31,42,4,17,81,0,27,9,2,8,44,18,18,19,107,125,114,4,36,62.5040863,957
00ATGN,E05000360,Hounslow,Hounslow South,18.6440678,67.79661017,13.13559322,2200,7850,1550,11650,37.67229816,36,6555.555556,6263,481,3851,472,341,165,55,66.1,23.14399036,330000,50720,73,35,10,37,3,10,34,1,11,6,1,12,46,1,10,11,26,40,33,3,9,40.15961963,475
00ATGP,E05000361,Hounslow,Hounslow West,18.14814815,71.48148148,10.74074074,2450,9450,1450,13350,35.14618801,32,8437.5,3048,363,8170,619,458,269,94,127.2,17.7033119,242500,40060,59,17,21,47,10,11,109,3,22,12,6,4,43,61,13,13,94,129,106,22,45,83.22852704,1126
00ATGQ,E05000362,Hounslow,Isleworth,21.63265306,67.75510204,10.20408163,2650,8200,1250,12150,35.21701502,34,6125,7810,576,1994,1205,392,260,56,78.4,20.18514606,315000,43770,34,25,18,43,4,2,32,2,9,4,0,13,60,87,22,28,69,76,97,1,24,62.46949732,769
00ATGR,E05000363,Hounslow,Osterley and Spring Grove,18.58736059,68.40148699,12.6394052,2500,9100,1650,13300,36.74571854,35,2134.920635,5937,510,5428,531,625,205,64,76.6,20.99020515,372500,53890,81,34,17,50,7,11,75,2,23,5,0,7,90,39,40,20,54,67,73,4,26,66.83995544,901
00ATGS,E05000364,Hounslow,Syon,19.85815603,70.56737589,9.574468085,2800,9850,1350,14000,35.09012267,34,4862.068966,8917,747,2341,1021,528,247,96,126.8,17.11111624,320000,46760,65,43,24,39,28,12,62,0,14,11,2,14,90,51,36,22,97,134,133,8,33,72.84534482,1033
00ATGT,E05000365,Hounslow,Turnham Green,15.18987342,71.30801688,13.08016878,1800,8350,1550,11750,38.34114671,36,6583.333333,8790,543,1215,490,410,175,70,75.8,21.85569401,499997.5,61230,78,81,13,32,14,2,35,3,14,3,2,18,128,162,28,69,32,65,77,2,14,99.3026968,1182
00AUFX,E05000366,Islington,Barnsbury,14.50980392,75.68627451,9.411764706,1900,9500,1200,12600,34.89049489,31,15937.5,8680,703,1379,1116,323,164,59,91.7,18.29714646,495000,62770,46,49,20,48,32,10,141,4,37,4,9,12,67,247,54,72,92,99,140,12,32,129.8731984,1651
00AUFY,E05000367,Islington,Bunhill,13.20754717,79.55974843,7.232704403,2050,12550,1150,15800,32.45378046,29,14454.54545,9582,819,1996,1697,545,208,57,81.9,20.0928968,610000,54080,50,152,21,58,32,11,91,2,90,6,5,29,112,78,73,205,124,154,191,10,72,155.2092497,2475
00AUFZ,E05000368,Islington,Caledonian,15.12027491,76.28865979,8.934707904,2150,11100,1300,14550,34.03194778,30,13227.27273,9078,818,1706,1830,464,171,72,107.9,19.39374808,499998.5,49320,72,103,49,45,13,17,115,7,63,11,4,11,68,50,65,83,107,164,178,14,71,126.5892003,1852
00AUGA,E05000369,Islington,Canonbury,17.81376518,72.06477733,10.12145749,2200,8900,1200,12350,35.51413986,33,15437.5,8667,838,798,1365,404,170,63,91.7,21.03996932,499999,56130,93,20,26,40,4,5,42,2,43,6,1,10,65,9,46,44,59,77,97,8,26,78.91342899,980
00AUGB,E05000370,Islington,Clerkenwell,11.98347107,79.75206612,8.26446281,1450,9600,1000,12000,34.75456122,31,13444.44444,8124,568,1401,1074,323,136,41,68.5,22.05925207,640000,60270,47,124,19,24,24,34,119,1,34,7,5,11,119,22,66,106,73,98,99,16,40,149.6694215,1811
00AUGC,E05000371,Islington,Finsbury Park,17.7852349,73.48993289,8.724832215,2650,10950,1300,14900,33.59750704,31,16555.55556,8196,1143,1525,2850,644,217,111,154.5,16.67106699,360000,46290,123,59,43,121,14,6,143,5,73,10,6,11,83,229,30,59,145,202,258,13,68,145.1333333,2176
00AUGD,E05000372,Islington,Highbury East,17.57322176,72.38493724,10.041841,2150,8600,1200,11900,35.50685963,33,11950,8901,663,649,1130,291,200,57,84.2,21.55055063,540000,67250,66,43,26,28,12,4,38,1,49,3,1,22,113,24,48,78,51,77,91,8,33,97.63017356,1173
00AUGE,E05000373,Islington,Highbury West,15.50632911,77.84810127,6.64556962,2500,12200,1050,15750,33.58513129,31,14363.63636,10201,980,1399,1986,464,228,56,97,20.13911158,469500,60960,85,65,36,39,15,7,56,6,50,5,10,18,91,34,52,50,93,120,162,7,38,89.44318468,1421
00AUGF,E05000374,Islington,Hillrise,19.00826446,71.48760331,9.504132231,2300,8650,1150,12100,34.95996368,33,15125,7815,892,876,1807,404,173,69,123.1,19.05202634,380000,53930,77,22,30,52,14,6,29,4,23,16,1,13,80,3,37,15,76,62,98,1,25,64.67498359,789
00AUGG,E05000375,Islington,Holloway,14.92063492,76.82539683,7.936507937,2400,11950,1250,15600,33.52018051,30,15750,9572,1037,1673,2074,627,181,69,101.9,20.18074153,390000,48760,100,54,31,43,14,15,59,6,42,7,1,18,71,47,55,60,99,87,127,9,33,84.2018302,1327
00AUGH,E05000376,Islington,Junction,15.07936508,74.20634921,10.31746032,1950,9350,1250,12550,35.59179455,33,12600,8349,859,1024,1398,395,135,89,135.4,17.88786475,394240,54490,91,79,27,43,14,2,42,8,48,5,3,9,77,61,39,50,102,110,144,11,53,99.85734665,1260
00AUGJ,E05000377,Islington,Mildmay,18.04511278,74.06015038,7.894736842,2400,9800,1000,13250,33.70939077,32,16625,8459,977,907,2008,566,215,61,98.4,20.06085964,405125,54230,92,48,30,33,7,6,42,6,44,17,2,10,92,14,49,63,68,84,105,6,36,85.21322042,1138
00AUGK,E05000378,Islington,St. George's,15.95330739,74.70817121,9.338521401,2050,9550,1200,12800,35.20692074,33,16062.5,8915,803,817,1540,325,172,56,91.5,19.87509309,405000,56520,88,34,36,26,4,8,29,4,43,3,4,14,59,7,55,40,77,80,110,4,29,71.88882851,927
00AUGL,E05000379,Islington,St. Mary's,13.58024691,76.54320988,9.87654321,1650,9250,1150,12050,35.87846306,33,13500,8629,711,848,1044,321,179,67,111.2,19.73861833,610500,64670,74,81,32,40,29,6,90,4,48,4,6,16,101,258,55,104,93,171,170,11,73,200.6086527,2439
00AUGM,E05000380,Islington,St. Peter's,14.74103586,75.69721116,9.561752988,1850,9500,1200,12550,35.23352436,32,15687.5,8801,630,956,1069,366,163,75,124,17.47764135,595500,61060,91,52,26,33,11,5,62,3,51,1,0,9,84,100,48,72,79,108,118,3,35,121.6462208,1537
00AUGN,E05000381,Islington,Tollington,17.94871795,74.35897436,8.058608059,2400,10200,1100,13650,34.22647446,32,17062.5,8546,898,1080,2306,481,231,52,91.4,21.13059645,345000,52490,122,49,36,77,8,8,46,5,28,10,4,12,72,27,30,29,83,113,121,6,32,76.82802733,1057
00AWFY,E05000382,Kensington and Chelsea,Abingdon,16.25615764,70.93596059,12.80788177,1650,7350,1350,10350,37.71233012,36,16916.66667,6747,587,1450,248,981,128,49,66.2,23.50102762,1272784.5,113950,40,36,2,14,8,4,23,1,15,2,0,2,60,160,30,25,45,53,53,0,8,77.84073964,783.5140789
00AWFZ,E05000383,Kensington and Chelsea,Brompton,14.36781609,71.83908046,13.79310345,1300,6350,1250,8900,39.24951245,37,8700,6686,437,962,186,568,85,42,67.6,24.28463378,1850000,139710,58,59,5,21,9,0,36,3,35,5,2,12,124,274,61,49,38,57,62,4,17,179.5436117,1551.873541
00AWGA,E05000384,Kensington and Chelsea,Campden,16.14906832,70.80745342,13.04347826,1350,5750,1050,8150,38.40967301,37,8944.444444,6430,418,735,183,412,133,33,60.4,25.23539175,1350000,143000,44,27,4,11,7,1,25,4,14,3,1,9,56,126,32,33,30,52,47,2,21,124.3243243,989.494812
00AWGB,E05000385,Kensington and Chelsea,Colville,13.93939394,74.54545455,11.51515152,1200,6200,950,8350,38.31797739,36,20625,5525,606,648,1092,506,106,37,80.9,21.23085084,727500,87080,44,41,13,11,10,6,63,1,36,4,3,4,59,150,43,46,50,60,109,4,40,169.327112,1380.626491
00AWGC,E05000386,Kensington and Chelsea,Courtfield,13.55932203,76.27118644,10.16949153,1150,6950,900,9050,35.55884346,33,17700,6717,423,1153,210,430,113,23,43.4,25.60415459,1187500,132770,71,62,4,17,7,1,35,2,19,3,0,8,64,29,57,32,26,43,55,0,10,110.6154198,967.1163693
00AWGD,E05000387,Kensington and Chelsea,Cremorne,15.72327044,66.66666667,16.98113208,1250,5450,1400,8100,40.35249717,39,13250,5372,507,837,606,642,79,49,69.5,23.47075224,715000,87900,32,18,17,17,10,1,18,1,14,6,0,8,76,15,36,30,49,48,72,3,18,82.3410185,651.0013194
00AWGE,E05000388,Kensington and Chelsea,Earl's Court,12.15469613,78.45303867,9.392265193,1100,7250,850,9200,36.77202302,34,18100,5879,518,1473,466,768,111,31,72,21.15044153,700000,88300,49,49,9,13,16,3,87,2,24,7,1,6,31,81,28,11,47,66,92,0,19,107.578641,962.4349814
00AWGF,E05000389,Kensington and Chelsea,Golborne,18.13186813,70.87912088,10.98901099,1650,6600,1000,9250,36.48773242,35,10111.11111,4284,721,739,2011,1182,112,61,128.2,19.25004855,482500,59110,58,30,28,32,8,7,101,0,43,10,5,6,59,12,26,40,66,72,104,8,59,119.6448391,1077.78521
00AWGG,E05000390,Kensington and Chelsea,Hans Town,13.29479769,70.52023121,15.60693642,1200,6250,1400,8800,40.52922153,39,14416.66667,6729,432,792,270,569,80,43,60.6,24.25559531,1600000,122800,51,46,5,22,9,0,31,3,33,5,1,11,134,329,70,54,36,56,64,3,18,183.5022719,1575.465099
00AWGH,E05000391,Kensington and Chelsea,Holland,18.75,68.75,12.5,1850,6700,1200,9800,37.82217138,37,9600,6644,555,1110,393,1065,128,39,58.4,26.93406756,941250,114140,65,26,9,19,3,0,27,2,17,2,1,9,62,27,37,21,27,48,53,2,18,70.49197524,671.3004231
00AWGJ,E05000392,Kensington and Chelsea,Norland,17.54385965,66.08187135,16.37426901,1600,5650,1400,8700,39.74985395,39,12214.28571,6451,578,494,643,509,113,43,62.8,22.76442925,1150000,110760,48,32,19,23,6,3,39,2,27,4,2,18,99,25,46,33,45,49,63,1,26,87.89131719,744.2944957
00AWGK,E05000393,Kensington and Chelsea,Notting Barns,20.10582011,67.1957672,13.22751323,1900,6500,1250,9650,37.04630511,36,15750,5467,637,809,1620,1004,118,58,98.5,21.20487229,500000,72150,42,36,28,20,10,5,52,2,23,8,3,12,85,24,37,36,60,72,94,5,35,85.12678457,798.5767092
00AWGL,E05000394,Kensington and Chelsea,Pembridge,13.90728477,73.50993377,12.58278146,1050,5650,950,7650,37.8414424,35,15100,5969,372,682,301,335,98,41,76.5,22.37132694,995000,116580,64,46,7,12,14,2,53,5,29,4,1,12,57,123,35,43,51,49,65,4,29,172.3675386,1284.180929
00AWGM,E05000395,Kensington and Chelsea,Queen's Gate,14.94845361,74.74226804,10.30927835,1450,7450,1000,9900,36.27341094,34,16166.66667,7018,436,1497,210,686,126,29,53.5,25.44858381,1437500,137770,42,47,3,12,12,0,18,1,17,3,1,10,80,68,42,30,22,42,42,0,18,89.33957358,858.6906859
00AWGN,E05000396,Kensington and Chelsea,Redcliffe,15.93406593,72.52747253,11.53846154,1450,6750,1050,9250,37.47708242,36,13000,7505,410,738,222,370,118,31,60.3,24.74657511,895000,113600,87,28,9,20,7,2,30,0,7,1,4,18,82,33,64,21,22,33,54,1,13,78.342038,705.3289586
00AWGP,E05000397,Kensington and Chelsea,Royal Hospital,13.98601399,65.73426573,20.97902098,1000,4750,1550,7300,43.79874302,43,7944.444444,6137,259,434,160,262,63,82,92.2,20.51760613,1243750,129490,36,19,4,17,5,0,12,1,13,1,0,5,81,168,62,40,19,33,46,0,11,119.5896571,850.2491191
00AWGQ,E05000398,Kensington and Chelsea,St. Charles,18.27956989,69.89247312,11.82795699,1800,6550,1100,9450,37.05311159,36,13285.71429,5826,755,708,1277,777,114,60,103.9,17.71732195,555000,70930,40,35,25,29,12,6,66,0,25,9,4,8,79,38,23,26,83,123,74,4,44,97.20256885,892.5361661
00AWGR,E05000399,Kensington and Chelsea,Stanley,14.81481481,69.75308642,15.43209877,1250,5700,1250,8200,39.56552918,37,11571.42857,6631,335,600,235,386,85,54,75.6,21.25716924,890000,114710,33,31,13,20,8,0,17,2,34,3,0,6,66,63,46,63,44,64,56,5,21,104.6963056,838.5306122
00AXFX,E05000400,Kingston upon Thames,Alexandra,20.41884817,63.35078534,15.70680628,1950,6100,1500,9550,38.8641458,39,3537.037037,6493,327,2004,221,201,114,54,70.3,23.06133681,387500,53150,42,11,8,27,3,4,33,0,1,2,1,1,28,22,4,7,14,21,26,2,8,34.68688337,334
00AXFY,E05000401,Kingston upon Thames,Berrylands,17.5257732,67.01030928,15.46391753,1700,6500,1450,9700,38.33858349,36,6466.666667,7731,347,994,203,162,125,68,78.7,20.08565592,315000,54530,44,8,6,30,7,2,14,0,5,4,2,4,27,7,5,14,15,26,24,2,8,27.84032753,272
00AXFZ,E05000402,Kingston upon Thames,Beverley,20.77294686,66.66666667,13.04347826,2150,6850,1350,10350,37.27786348,37,5447.368421,6817,418,2347,264,263,165,87,108.4,19.1632866,356000,52140,43,35,6,18,17,6,29,0,6,4,2,5,50,84,14,30,31,34,47,1,19,70.80495059,739
00AXGA,E05000403,Kingston upon Thames,Canbury,22.77992278,68.72586873,8.108108108,2950,8900,1050,12900,33.57432328,33,10791.66667,9726,610,1440,236,361,224,65,98.8,20.87789825,400000,59440,22,32,13,44,8,2,32,2,5,2,1,7,21,14,13,42,28,38,46,1,19,36.96886025,482
00AXGB,E05000404,Kingston upon Thames,Chessington North and Hook,20.11173184,64.80446927,15.08379888,1800,5800,1350,8950,38.34833091,38,4710.526316,7426,273,744,193,105,99,63,92,22.02308079,267500,47240,30,39,7,29,4,6,25,2,1,1,1,7,29,44,13,8,25,25,40,0,9,40.69832092,366
00AXGC,E05000405,Kingston upon Thames,Chessington South,21.05263158,65.07177033,13.87559809,2200,6800,1450,10450,37.61305428,37,1375,8903,301,702,176,150,141,77,99.7,21.24207801,250000,48740,27,41,10,20,2,5,27,0,5,4,0,5,23,15,19,11,32,43,60,2,13,40.88796129,431
00AXGD,E05000406,Kingston upon Thames,Coombe Hill,18.77934272,66.66666667,15.02347418,1950,7100,1600,10650,37.0846536,34,2420.454545,6680,482,2105,384,706,114,76,79.9,21.64333202,600000,59520,38,30,8,13,1,1,14,0,4,3,1,9,59,18,6,19,32,40,51,0,6,46.17671653,497
00AXGE,E05000407,Kingston upon Thames,Coombe Vale,21,65.5,14,2100,6550,1350,9950,37.86613307,38,6250,6497,386,2386,186,295,124,54,73.7,21.36443023,435000,57500,30,8,7,27,2,1,7,0,1,2,0,2,22,5,7,3,9,21,22,0,7,22.91293086,231
00AXGF,E05000408,Kingston upon Thames,Grove,15.0862069,75.43103448,9.051724138,1750,8750,1050,11550,33.35158675,30,6105.263158,8417,467,1391,319,361,165,57,89.1,21.78080822,330000,53170,46,55,26,69,46,13,282,2,31,10,6,7,52,776,6,147,206,203,143,20,119,264.360928,3089
00AXGG,E05000409,Kingston upon Thames,Norbiton,19.04761905,71.9047619,9.047619048,2000,7500,950,10450,34.02040038,32,8076.923077,6972,450,1763,548,374,182,78,146,17.60179397,307500,43740,33,24,24,40,10,4,60,1,5,5,1,5,28,54,10,10,57,57,87,3,21,55.96060979,593
00AXGH,E05000410,Kingston upon Thames,Old Malden,18.65284974,64.24870466,17.0984456,1850,6150,1650,9600,39.86663906,40,5361.111111,6527,263,2160,173,308,111,54,66.7,22.86921696,350000,53680,37,8,9,16,3,1,6,0,7,3,0,4,40,3,4,7,9,20,20,1,7,27.0409743,262
00AXGJ,E05000411,Kingston upon Thames,St. James,18.47826087,63.04347826,17.93478261,1700,5800,1650,9150,40.55484222,41,4181.818182,5255,294,2949,166,305,91,90,96.1,20.03069017,390000,53810,55,7,5,17,4,1,20,0,2,3,0,4,38,0,7,5,20,20,34,1,5,30.09961022,278
00AXGK,E05000412,Kingston upon Thames,St. Mark's,11.46788991,80.27522936,8.256880734,1250,8650,900,10850,33.57949848,30,7785.714286,8254,453,1214,348,214,164,43,77.8,21.03717571,329000,58420,40,25,11,13,4,4,54,0,8,3,0,5,18,55,9,21,30,39,44,3,24,57.22891566,627
